family,label_regime,policy,n,median_test_qwk_mean,median_test_recall_minus1,median_test_minority_recall_mean,median_test_hedging_mean,median_test_calibration_global,median_delta_qwk_mean,median_delta_recall_minus1,median_delta_minority_recall_mean,median_delta_hedging_mean,median_delta_calibration_global
consensus_diagnostic,consensus,recall_qwk_window_0.01,3,0.3744495857783664,0.2569151002506266,0.39655718432657044,0.6561085972850679,0.7673823790057455,0.00002797684713717885,-0.000013659147869604649,-0.000042815673429563716,8.597285067857285e-6,-0.000017620994254508027
consensus_diagnostic,consensus,recall_qwk_window_0.02,3,0.39279890985746657,0.3234721177944862,0.44469016159415764,0.6502262443438914,0.7376055182928256,0.00002797684713717885,0.05493005430242276,0.031916574740914416,-0.005873755656108592,-0.013821341519079766
consensus_diagnostic,consensus,selected_qwk_then_recall,3,0.3744,0.2569,0.3966,0.6561,0.7674,0.0,0.0,0.0,0.0,0.0
weighted_persisted,persisted,recall_qwk_window_0.01,3,0.3319158543710252,0.3598326432022084,0.4481011584318936,0.6108597285067873,0.6948512676223167,-0.012584145628974752,-1.10420979987369e-6,1.1584318935775606e-6,-0.000014479638009157192,-0.000020718451856693854
weighted_persisted,persisted,recall_qwk_window_0.02,3,0.32862888771983334,0.350018115942029,0.4481011584318936,0.6357466063348416,0.738920042301956,-0.021003172272060833,-0.006073326432022075,-0.025703325132787336,0.014476470588235202,0.007520042301955909
weighted_persisted,persisted,selected_qwk_then_recall,3,0.3445,0.3759,0.4481,0.5973,0.7125,0.0,0.0,0.0,0.0,0.0
